Título,doi,arxiv,pmid,isbn,doi_score,arxiv_score,pmid_score,isbn_score,are_scores_different,final_score,cited_by_tweeters,cited_by_rdts,readers_count,cited_by_posts_count,cited_by_feeds_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cohorts,cited_by_videos_count,cited_by_gplus_count
Self-sustained activity of low firing rate in balanced networks,10.1016/J.PHYSA.2019.122671,1809.01020,,,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,1.75,,,,1.75,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671,https://api.altmetric.com/v1/doi/10.1016/J.PHYSA.2019.122671
SeqROCTM: A Matlab toolbox for the analysis of Sequence of Random Objects driven by Context Tree Models,,2009.06371,,,,0.50,,,,0.5,,,,,,,,,,,
Signatures of brain criticality unveiled by maximum entropy analysis across cortical states,10.1103/PHYSREVE.102.012408,,32795006,,3.25,,3.25,,,3.25,9,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408,20.00,9.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408,9.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408,1.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.102.012408
Sistemas Infinitos de Cadeias em Interação com Memória de Alcance Variável—Um Modelo Estocástico para Redes Neurais Biológicas,10.1007/S10955-013-0733-9,1212.5505,,,3.00,3.00,,,,3,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,41.00,4.00,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,4.00,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,0.00,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9,https://api.altmetric.com/v1/doi/10.1007/S10955-013-0733-9
Sleep deprivation and gene expression.,10.1007/7854_2014_360,,25646722,,13.10,,13.10,,,13.1,2,https://api.altmetric.com/v1/doi/10.1007/7854_2014_360,44.00,4.00,https://api.altmetric.com/v1/doi/10.1007/7854_2014_360,3.00,1.00,https://api.altmetric.com/v1/doi/10.1007/7854_2014_360,2.00,https://api.altmetric.com/v1/doi/10.1007/7854_2014_360,https://api.altmetric.com/v1/doi/10.1007/7854_2014_360
Sparse space-time models: Concentration Inequalities and Lasso,,1807.07615,,,,1.00,,,,1,,,,,,,,,,,
Speech structure links the neural and socio-behavioural correlates of psychotic disorders,10.1016/J.PNPBP.2018.07.007,,30017778,,5.08,,5.08,,,5.08,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007,106.00,1.00,1.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007,0.00,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007,https://api.altmetric.com/v1/doi/10.1016/J.PNPBP.2018.07.007
"Spiking neurons: interacting Hawkes processes, mean field limits and oscillations",10.1051/PROC/201760090,,,,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,,,,,-1,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,https://api.altmetric.com/v1/doi/10.1051/PROC/201760090,,,,
"Stability, convergence to equilibrium and simulation of non-linear Hawkes processes with memory kernels given by the sum of Erlang kernels",10.1051/PS/2019005,1610.03300,,,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,0.50,,,,0.5,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005,https://api.altmetric.com/v1/doi/10.1051/PS/2019005
Statistical comparison of (brain) networks,,1707.01585,,,,15.95,,,,15.95,,,,,,,,,,,
"Statistical Methods in Graphs: Parameter Estimation, Model Selection, and Hypothesis Test",10.1002/9783527693245.CH6,,,,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,,,,,-1,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,https://api.altmetric.com/v1/doi/10.1002/9783527693245.CH6,,,,
Statistics of Dynamic Random Networks: A Depth Function Approach,,1408.3584v3,,,,https://api.altmetric.com/v1/arxiv/1408.3584v3,,,,-1,,,,,,,,,,,
Stochastic Induction of Long-Term Potentiation and Long-Term Depression,10.1038/SREP30899,,27485552,,1.75,,1.75,,,1.75,3,https://api.altmetric.com/v1/doi/10.1038/SREP30899,38.00,3.00,https://api.altmetric.com/v1/doi/10.1038/SREP30899,3.00,https://api.altmetric.com/v1/doi/10.1038/SREP30899,https://api.altmetric.com/v1/doi/10.1038/SREP30899,2.00,https://api.altmetric.com/v1/doi/10.1038/SREP30899,https://api.altmetric.com/v1/doi/10.1038/SREP30899
Stochastic Ising model with plastic interactions,10.1016/J.SPL.2016.11.028,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2016.11.028,,,,
Stochastic oscillations and dragon king avalanches in self-organized quasi-critical systems,10.1038/S41598-019-40473-1,,30846773,,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,,https://api.altmetric.com/v1/pmid/30846773,,,-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,https://api.altmetric.com/v1/doi/10.1038/S41598-019-40473-1,,,,
Stochastic Processes With Random Contexts: A Characterization and Adaptive Estimators for the Transition Probabilities,10.1109/TIT.2015.2496200,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200,4.00,1.00,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200,1.00,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200,1.00,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2496200
Stochastically Perturbed Chains of Variable Memory,10.1007/S10955-015-1227-8,,,,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1227-8,,,,
Stroke and Neurodegeneration Induce Different Connectivity Aberrations in the Insula.,10.1161/STROKEAHA.115.009598,,26185182,,10.00,,10.00,,,10,2,https://api.altmetric.com/v1/doi/10.1161/STROKEAHA.115.009598,58.00,4.00,https://api.altmetric.com/v1/doi/10.1161/STROKEAHA.115.009598,4.00,1.00,1.00,2.00,https://api.altmetric.com/v1/doi/10.1161/STROKEAHA.115.009598,https://api.altmetric.com/v1/doi/10.1161/STROKEAHA.115.009598
Strong consistency of Krichevsky-Trofimov estimator for the number of communities in the Stochastic Block Model,,1804.03509,,,,2.00,,,,2,,,,,,,,,,,
Strong structure recovery for partially observed discrete Markov random fields on graphs,,1911.12198,,,,0.25,,,,0.25,,,,,,,,,,,
Structural differences between REM and non-REM dream reports assessed by graph analysis,10.1371/JOURNAL.PONE.0228903,,32701992,,130.36,,130.36,,,130.36,10,1.00,31.00,28.00,2.00,28.00,15.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0228903,7.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0228903,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0228903
Sub-Gaussian mean estimators,10.1214/16-AOS1440,,,,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,,,,,-1,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,https://api.altmetric.com/v1/doi/10.1214/16-AOS1440,,,,
Subsampled directed-percolation models explain scaling relations experimentally observed in the brain,,2007.13813,,,,0.25,,,,0.25,,,,,,,,,,,
Synaptic Homeostasis and Restructuring across the Sleep-Wake Cycle,10.1371/JOURNAL.PCBI.1004241,,26020963,,115.16,,115.16,,,115.156,45,1.00,133.00,68.00,5.00,64.00,6.00,6.00,1.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1004241,1.00
Synaptic noise induces intermittent oscillatory-quiescent state transitions in a spiking network model,,1709.09748v1,,,,https://api.altmetric.com/v1/arxiv/1709.09748v1,,,,-1,,,,,,,,,,,
The Central Limit Theorem for Supercritical Oriented Percolation in Two Dimensions,10.1007/S10955-018-2040-Y,1411.4543,,,3.25,3.25,,,,3.25,1,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y,0.00,3.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y,3.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2040-Y
The Effect of Graph Connectivity on Metastability on a Stochastic System of Spiking Neurons,,1910.00055,,,,https://api.altmetric.com/v1/arxiv/1910.00055,,,,-1,,,,,,,,,,,
The effect of magnetization of natural rubber latex-coated magnetite nanoparticles on shear wave dispersion magneto-motive ultrasound,10.1088/1361-6560/AB4693,,31539896,,0.50,,0.50,,,0.5,2,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693,6.00,2.00,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693,2.00,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693,2.00,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693,https://api.altmetric.com/v1/doi/10.1088/1361-6560/AB4693
"The History of Writing Reflects the Effects of Education on Discourse Structure: Implications for Literacy, Orality, Psychosis and the Axial Age",10.1016/J.TINE.2020.100142,,33303107,,23.25,,23.25,,,23.25,18,https://api.altmetric.com/v1/doi/10.1016/J.TINE.2020.100142,33.00,22.00,https://api.altmetric.com/v1/doi/10.1016/J.TINE.2020.100142,19.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.TINE.2020.100142,13.00,https://api.altmetric.com/v1/doi/10.1016/J.TINE.2020.100142,https://api.altmetric.com/v1/doi/10.1016/J.TINE.2020.100142
The log-Sobolev inequality for spin systems of higher order interactions,,1906.11980,,,,0.50,,,,0.5,,,,,,,,,,,
"The lower tail of random quadratic forms, with applications to ordinary least squares and restricted eigenvalue properties",,1312.2903,,,,0.50,,,,0.5,,,,,,,,,,,
The maturation of speech structure in psychosis is resistant to formal education,10.1038/S41537-018-0067-3,,30531913,,24.10,,24.10,,,24.1,7,https://api.altmetric.com/v1/doi/10.1038/S41537-018-0067-3,45.00,12.00,https://api.altmetric.com/v1/doi/10.1038/S41537-018-0067-3,9.00,2.00,https://api.altmetric.com/v1/doi/10.1038/S41537-018-0067-3,6.00,https://api.altmetric.com/v1/doi/10.1038/S41537-018-0067-3,https://api.altmetric.com/v1/doi/10.1038/S41537-018-0067-3
The maximum size of a non-trivial intersecting uniform family that is not a subfamily of the Hilton–Milner family,10.1090/PROC/13221,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1090/PROC/13221,3.00,1.00,https://api.altmetric.com/v1/doi/10.1090/PROC/13221,1.00,https://api.altmetric.com/v1/doi/10.1090/PROC/13221,https://api.altmetric.com/v1/doi/10.1090/PROC/13221,1.00,https://api.altmetric.com/v1/doi/10.1090/PROC/13221,https://api.altmetric.com/v1/doi/10.1090/PROC/13221
The number of Bh-sets of a given cardinality,10.1112/PLMS.12082,,,,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,,,,,-1,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,https://api.altmetric.com/v1/doi/10.1112/PLMS.12082,,,,
The onset of data-driven mental archeology.,10.3389/FNINS.2014.00249,,25165431,,2.25,,2.25,,,2.25,3,https://api.altmetric.com/v1/doi/10.3389/FNINS.2014.00249,4.00,4.00,https://api.altmetric.com/v1/doi/10.3389/FNINS.2014.00249,4.00,https://api.altmetric.com/v1/doi/10.3389/FNINS.2014.00249,1.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNINS.2014.00249,https://api.altmetric.com/v1/doi/10.3389/FNINS.2014.00249
The ontogeny of discourse structure mimics the development of literature,,1612.09268,,,,11.50,,,,11.5,,,,,,,,,,,
The randomly fluctuating hyperrectangles are spatially monotone,10.1016/J.SPL.2017.07.016,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2017.07.016,,,,
The role of negative conductances in neuronal subthreshold properties and synaptic integration.,10.1007/S12551-017-0300-8,,28808978,,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,,https://api.altmetric.com/v1/pmid/28808978,,,-1,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,https://api.altmetric.com/v1/doi/10.1007/S12551-017-0300-8,,,,
The shortest path between two strings in product spaces,,1611.01530v1,,,,https://api.altmetric.com/v1/arxiv/1611.01530v1,,,,-1,,,,,,,,,,,
The Shortest Possible Return Time of B-Mixing Processes,10.1109/TIT.2017.2757494,,,,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,,,,,-1,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,https://api.altmetric.com/v1/doi/10.1109/TIT.2017.2757494,,,,
The size Ramsey number of short subdivisions of bounded degree graphs,10.1002/RSA.20783,,,,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,,,,,-1,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,https://api.altmetric.com/v1/doi/10.1002/RSA.20783,,,,
The solution of the complete nontrivial cycle intersection problem for permutations,,1303.0053,,,,0.25,,,,0.25,,,,,,,,,,,
Thought disorder measured as random speech structure classifies negative symptoms and schizophrenia diagnosis 6 months in advance,10.1038/S41537-017-0019-3,,28560264,,32.18,,32.18,,,32.18,10,https://api.altmetric.com/v1/doi/10.1038/S41537-017-0019-3,147.00,19.00,1.00,15.00,2.00,https://api.altmetric.com/v1/doi/10.1038/S41537-017-0019-3,3.00,1.00,1.00
Tight Hamilton cycles in random hypergraphs,10.1002/RSA.20519,,,,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,,,,,-1,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,https://api.altmetric.com/v1/doi/10.1002/RSA.20519,,,,
Topological phase transitions in functional brain networks,10.1103/PHYSREVE.100.032414,,31640025,,9.60,,https://api.altmetric.com/v1/pmid/31640025,,,9.6,15,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414,41.00,15.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414,15.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414,5.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.032414
TPRM: TENSOR PARTITION REGRESSION MODELS WITH APPLICATIONS IN IMAGING BIOMARKER DETECTION,10.1214/17-AOAS1116,,30416640,,7.00,,7.00,,,7,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116,28.00,1.00,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116,1.00,1.00,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116,0.00,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116,https://api.altmetric.com/v1/doi/10.1214/17-AOAS1116
Triangle-Free Subgraphs of Random Graphs,10.1017/S0963548317000219,,,,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,,,,,-1,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,https://api.altmetric.com/v1/doi/10.1017/S0963548317000219,,,,
Two conjectures about correlation inequalities,,1306.0862v4,,,,https://api.altmetric.com/v1/arxiv/1306.0862v4,,,,-1,,,,,,,,,,,
Undersampled critical branching processes on small-world and random networks fail to reproduce the statistics of spike avalanches.,10.1371/JOURNAL.PONE.0094992,,24751599,,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,,https://api.altmetric.com/v1/pmid/24751599,,,-1,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0094992,,,,
Unilateral Brachial Plexus Lesion Impairs Bilateral Touch Threshold,10.3389/FNEUR.2019.00872,,31456738,,7.00,,https://api.altmetric.com/v1/pmid/31456738,,,7,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872,26.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872,1.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872,0.00,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872,https://api.altmetric.com/v1/doi/10.3389/FNEUR.2019.00872
Variability in functional brain networks predicts expertise during action observation.,10.1016/J.NEUROIMAGE.2016.09.041,,27651068,,7.90,,7.90,,,7.9,10,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2016.09.041,73.00,14.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2016.09.041,13.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2016.09.041,3.00,10.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2016.09.041,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2016.09.041
Variance-Based Extragradient Methods with Line Search for Stochastic Variational Inequalities,10.1137/17M1144799,,,,https://api.altmetric.com/v1/doi/10.1137/17M1144799,,,,,-1,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,https://api.altmetric.com/v1/doi/10.1137/17M1144799,,,,
"Verbal Short‐Term Memory Underlies Typical Development of ""Thought Organization"" Measured as Speech Connectedness",10.1111/MBE.12208,,,,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,,,,,-1,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,https://api.altmetric.com/v1/doi/10.1111/MBE.12208,,,,
Vertical Guided Bone Augmentation Using Titanium Mesh Domes Coated with Natural Latex Extracted from Hevea brasiliensis,10.3390/COATINGS10060595,,,,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,,,,,-1,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,https://api.altmetric.com/v1/doi/10.3390/COATINGS10060595,,,,
Yaglom limit via Holley inequality,10.1214/14-BJPS269,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269,1.00,1.00,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269,1.00,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269,1.00,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269,https://api.altmetric.com/v1/doi/10.1214/14-BJPS269
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
